Total time,Physics time,Receive time,Total connections,Connections in ROI,Connections outside ROI,Number of closest clients,Known clients,Total entities,Received messages,Sent messages
4910139939,5407,7352,20,0,7,7,19,14,C:3 R:2 B:1 ,C:18 R:1 
4920140347,6588,10770,20,0,7,7,19,15,C:7 R:2 B:1 ,C:16 R:1 B:4 
4930140422,6769,14497,20,0,7,7,19,15,R:4 C:5 B:1 ,B:2 C:34 R:1 
4940140545,7535,6606,20,0,7,7,19,14,C:3 R:2 B:1 ,C:18 R:1 
4950140946,7015,27543,20,0,7,7,16,15,R:3 C:16 B:1 ,C:26 B:1 R:8 
4960141020,6885,9411,20,0,7,7,16,15,C:4 R:3 ,B:1 C:25 R:1 
4970141354,7110,6674,20,0,7,7,16,15,C:3 R:2 B:1 ,C:18 R:1 
4980140825,6774,14010,21,0,7,7,17,16,C:9 R:2 B:1 ,C:18 R:1 B:6 
4990141276,8342,11559,22,0,7,7,19,15,C:6 R:3 ,B:1 C:26 R:2 
5000141475,6928,9404,21,0,7,7,18,14,C:3 R:2 B:2 ,C:19 R:1 
5010141818,5672,16499,21,0,7,7,18,14,C:9 R:2 B:2 ,C:19 R:1 B:6 
5020141972,5968,10627,22,0,7,7,19,14,C:4 R:3 ,B:1 C:25 R:1 
5030142230,7325,8149,20,0,7,7,18,14,C:3 R:2 B:1 ,C:18 R:1 
5040142350,6509,14771,20,0,7,7,19,15,C:9 R:2 B:2 ,C:19 R:1 B:6 
5050143130,6396,7748,20,0,7,7,18,15,C:4 R:2 B:1 ,B:1 C:18 R:1 
5060143065,6560,9129,19,0,7,7,17,15,C:3 R:2 B:1 ,C:18 R:1 
5070143168,7169,15139,20,0,7,7,19,15,R:3 C:8 B:2 ,C:26 R:1 B:5 
5080143331,7396,8544,20,0,7,7,18,15,C:4 R:2 B:1 ,B:1 C:18 R:1 
5090143328,6415,7196,19,0,7,7,17,14,C:3 R:2 B:1 ,C:18 R:1 
5100143420,6793,18493,19,0,7,7,18,15,R:3 C:14 ,C:25 B:2 R:8 
5110143630,6478,12339,19,0,7,7,18,14,R:4 C:4 B:1 ,B:1 C:33 R:1 
5120143749,6277,6777,19,0,7,7,18,13,C:3 R:2 ,C:17 R:1 
5130143508,7602,16011,19,0,7,7,18,13,C:8 R:2 ,B:5 C:17 R:1 
5140143839,6402,10837,19,0,7,7,19,13,C:5 R:2 B:1 ,B:2 C:18 R:1 
5150144014,5190,6042,19,0,7,7,19,13,C:3 R:2 ,C:17 R:1 
5160144011,6829,9812,19,0,7,7,20,14,C:7 R:2 ,C:15 R:1 B:4 
5170144648,6273,10444,19,0,7,7,20,13,C:5 R:3 ,B:2 C:25 R:1 
5180144607,6302,6213,19,0,7,7,19,11,C:3 R:2 ,C:17 R:1 
5190144125,5964,12149,19,0,7,7,18,11,C:8 R:2 B:2 ,C:19 R:1 B:5 
5200144846,6434,9619,19,0,7,7,18,11,C:5 R:2 B:1 ,B:2 C:18 R:1 
5210144546,4674,7078,18,0,7,7,17,11,C:3 R:2 ,C:17 R:1 
5220144573,5858,14103,18,0,7,7,16,12,R:3 C:7 B:1 ,C:25 R:1 B:4 
5230145028,6576,13147,18,0,7,7,17,13,C:6 R:3 B:1 ,B:2 C:27 R:2 
5240145473,5462,2483,17,0,7,7,16,12,C:2 R:1 ,C:8 
5250145389,5487,21915,17,0,7,7,17,13,C:18 R:2 ,B:2 R:8 C:19 
5260145512,5997,26178,18,0,7,7,18,13,C:4 R:2 B:1 ,B:1 C:18 R:1 
5270145043,3576,5231,18,0,7,7,18,13,C:3 R:2 ,C:17 R:1 
5280145671,5126,10282,18,0,7,7,16,13,B:1 C:8 R:2 ,B:5 C:18 R:1 
5290145799,6603,3311,17,0,6,6,15,13,C:1 B:1 ,B:1 C:1 
5300145938,4575,11661,18,0,7,7,16,13,C:6 R:4 ,C:30 R:2 
5310146288,5853,14277,18,0,7,7,17,14,R:3 C:8 ,C:25 B:5 R:1 
5320146237,6430,9052,18,0,7,7,17,13,C:4 R:3 ,B:1 C:25 R:1 
5330146268,7705,5923,18,0,7,7,17,13,C:4 R:2 ,C:17 R:1 B:1 
5340146527,6760,11539,18,0,7,7,18,13,C:8 R:2 ,B:5 C:17 R:1 
5350146645,6369,7393,18,0,7,7,18,13,C:4 R:2 ,B:1 C:17 R:1 
5360146328,6482,13077,19,0,7,7,19,13,C:7 R:3 ,C:27 R:2 B:1 
5370146746,6596,11996,19,0,8,8,19,13,C:7 R:2 ,B:5 C:17 R:1 
5380146930,6826,7874,19,0,8,8,19,13,C:5 R:2 ,B:1 C:19 R:1 
5390147326,6082,7495,20,0,8,8,20,13,C:4 R:2 B:1 ,C:20 R:1 B:1 
5400147353,6970,14455,20,0,7,7,17,14,C:13 R:2 ,R:9 C:18 B:2 
5410147466,6331,3620,18,0,7,7,15,14,C:2 B:1 ,B:1 C:1 
5420147184,6770,14539,18,0,8,8,16,14,C:6 R:4 B:1 ,C:36 R:2 
5430147720,5249,10211,18,0,8,8,17,15,C:8 R:2 ,B:5 C:19 R:1 
5440147668,6620,8446,18,0,8,8,16,15,C:5 R:2 B:1 ,B:2 C:20 R:1 
5450148046,5974,6401,18,0,8,8,16,15,C:4 R:2 B:1 ,C:20 R:1 B:1 
5460147989,8510,12980,18,0,8,8,17,16,C:8 R:2 B:1 ,B:5 C:20 R:1 
5470148306,7992,3437,18,0,8,8,16,16,C:2 B:1 ,B:2 C:1 
5480148491,7887,12310,20,0,8,8,18,16,C:7 R:4 B:1 ,C:39 R:2 B:1 
5490148559,6746,12766,20,0,8,8,20,17,C:7 R:2 B:1 ,B:5 C:20 R:1 
5500148619,7426,8414,19,0,8,8,19,17,C:4 R:2 B:1 ,B:2 C:20 R:1 
5510148609,6246,9885,20,0,8,8,20,16,C:6 R:3 B:1 ,C:29 R:1 B:1 
5520148739,6291,9955,20,0,8,8,20,17,C:7 R:2 B:1 ,B:4 C:20 R:1 
5530148503,8098,5261,20,0,8,8,21,17,C:3 R:1 ,B:3 C:9 
5540149053,9749,14662,21,0,8,8,22,17,C:7 R:4 B:1 ,C:39 R:2 B:1 
5550149146,7846,19381,21,0,8,8,19,18,C:10 R:2 B:1 ,R:9 B:3 C:20 
5560149093,7977,2654,20,0,8,8,19,18,C:2 ,B:2 
5570149472,8236,14221,22,0,8,8,21,18,C:6 R:4 B:1 ,C:39 R:2 
5580149469,8525,16384,22,0,8,8,22,19,R:3 C:9 ,C:28 B:6 R:1 
5590149488,8810,2323,21,0,8,8,21,19,C:2 ,B:2 
5600149746,6977,11270,22,0,8,8,21,17,C:6 R:4 B:1 ,C:37 R:2 
5610149849,7123,11140,21,0,8,8,18,17,C:8 R:2 ,B:6 C:19 R:1 
5620149937,5869,3316,20,0,8,8,18,16,C:2 R:1 ,B:1 C:9 
5630149805,7729,14142,21,0,8,8,18,16,C:7 R:4 B:2 ,C:40 R:2 B:1 
5640149809,6767,20835,21,0,8,8,20,16,C:11 R:3 ,C:30 R:2 B:5 
5650150243,7175,2623,20,0,8,8,19,16,C:2 ,B:2 
5660149977,6942,20260,22,0,8,8,19,16,C:7 R:4 B:2 ,C:40 R:2 B:1 
5670150055,6960,18224,21,0,8,8,20,16,C:8 R:2 ,B:5 C:19 R:1 
5680150693,6924,2630,19,0,8,8,17,16,C:2 ,B:2 
5690150704,24740,18998,20,0,8,8,18,16,C:7 R:4 B:2 ,C:40 R:2 B:1 
5700150626,8637,12494,21,0,8,8,18,16,C:10 R:2 ,R:9 C:20 B:2 
5710150795,7368,2917,20,0,8,8,19,16,C:2 ,B:2 
5720151042,7292,14534,21,0,8,8,19,16,C:6 R:4 B:1 ,C:39 R:2 
5730150785,7738,14174,20,0,8,8,18,17,C:9 B:1 R:2 ,B:6 C:20 R:1 
5740150663,6841,4462,18,0,8,8,16,16,C:2 R:2 ,B:2 C:17 
5750151287,7506,10046,20,0,8,8,17,16,C:6 R:4 ,C:38 R:2 
5760151142,6467,9453,19,0,8,8,17,17,C:8 R:2 ,B:5 C:19 R:1 
5770151253,6702,8682,19,0,8,8,17,17,C:6 R:1 ,B:3 C:10 R:1 
5780151660,7384,13740,21,0,8,8,18,17,C:6 R:4 ,C:38 R:2 
5790151356,8042,13663,20,0,8,8,19,19,C:7 R:2 ,B:5 C:19 R:1 
5800151677,6716,4401,19,0,8,8,18,17,C:4 B:1 ,B:3 C:1 
5810151960,7415,13744,21,0,8,8,19,17,C:6 R:4 B:1 ,C:39 R:2 
5820151596,7615,7065,20,0,8,8,18,17,C:5 R:1 ,B:5 C:10 R:1 
5830151987,6912,8447,19,0,8,8,17,16,C:6 R:1 B:1 ,C:10 B:3 
5840151681,7119,15772,20,0,8,8,17,15,C:6 R:4 B:2 ,C:41 R:2 
5850152394,6200,9297,18,0,7,7,14,16,C:7 ,R:8 B:1 
5860151935,7040,8594,18,0,8,8,14,16,C:5 R:2 B:1 ,B:3 C:18 R:1 
5870152260,5932,12847,19,0,7,7,16,16,C:7 R:4 B:2 ,C:36 R:2 
5880152714,7688,6242,18,0,7,7,13,16,C:3 B:1 ,B:4 C:1 
5890152701,7116,11334,19,0,7,7,16,16,C:6 R:3 B:1 ,B:2 C:25 R:1 
5900152459,10362,15599,20,0,7,7,17,16,C:7 R:4 B:2 ,B:1 C:36 R:2 
5910153003,7905,2177,19,0,7,7,15,17,C:2 ,B:2 
5920152946,7950,12108,20,0,7,7,16,17,C:7 R:2 B:1 ,B:4 C:18 R:1 
5930152696,7753,16259,22,0,7,7,18,16,C:7 R:5 B:1 ,B:1 C:43 R:2 
5940153166,8042,3535,20,0,7,7,13,16,B:1 C:2 ,B:2 C:1 
5950152989,6875,15207,20,0,7,7,18,16,C:7 R:3 B:2 ,B:4 C:27 R:1 
5960153532,7977,15544,21,0,8,8,18,16,C:7 R:4 ,B:1 C:34 R:2 
5970153544,7333,6058,19,0,8,8,15,17,R:2 C:1 ,C:17 B:1 
5980153426,8130,13546,20,0,8,8,17,17,C:7 R:2 B:1 ,B:4 C:18 R:1 
5990153982,8341,14594,21,0,8,8,18,17,C:8 R:4 ,B:2 C:36 R:2 
6000153938,9017,18714,20,0,7,7,15,16,C:14 R:1 ,C:10 R:8 B:1 
6010154200,7603,9998,21,0,8,8,18,15,C:7 R:2 ,B:4 C:17 R:1 
6020154194,7639,13321,22,0,8,8,20,15,C:7 R:4 ,B:1 C:38 R:2 
6030154290,6346,3920,19,0,8,8,15,16,B:2 C:2 ,C:2 B:2 
6040154298,6201,10664,20,0,8,8,17,16,C:7 R:3 ,B:4 C:27 R:1 
6050154207,6761,11124,20,0,8,8,18,16,C:7 R:4 ,C:38 R:2 B:1 
6060154554,6559,5659,19,0,8,8,16,17,B:2 C:2 ,C:2 B:2 
6070154663,7297,14493,18,0,8,8,16,16,C:8 R:2 ,B:5 C:19 R:1 
6080154830,8731,14732,20,0,8,8,18,16,C:7 R:4 ,B:1 C:38 R:2 
6090155014,10109,4439,18,0,8,8,15,16,B:2 C:2 ,C:2 B:2 
6100154875,7503,12576,18,0,8,8,17,16,C:8 R:2 ,B:5 C:19 R:1 
6110154718,7125,15286,20,0,8,8,20,16,C:7 R:4 B:1 ,C:39 R:2 B:1 
6120155272,7334,4874,18,0,8,8,17,15,B:1 C:2 R:1 ,C:9 B:2 
6130154862,7272,13575,19,0,8,8,19,15,C:8 R:3 ,B:5 C:28 R:1 
6140155419,7555,15488,20,0,8,8,20,14,C:7 R:4 B:1 ,C:39 R:2 B:1 
6150155550,7374,15358,20,0,7,7,18,15,C:11 R:1 ,C:12 R:9 B:1 
6160155636,6508,16081,21,0,7,7,21,15,C:10 R:3 ,C:25 R:1 B:2 
6170155427,6384,16122,22,0,7,7,23,14,C:7 R:4 B:1 ,B:1 C:35 R:2 
6180155423,6585,7856,22,0,7,7,21,15,C:6 R:1 ,C:9 R:1 B:3 
6190155470,7435,11403,23,0,7,7,22,15,C:6 R:2 ,C:17 R:1 B:3 
6200156136,6837,14800,24,0,7,7,22,15,C:7 R:4 B:1 ,B:1 C:35 R:2 
6210156157,7468,8851,23,0,7,7,21,14,C:6 R:1 ,C:10 R:1 B:3 
6220155760,7301,11417,24,0,7,7,21,13,C:6 R:2 ,C:17 R:1 B:3 
6230156403,6646,14842,23,0,7,7,21,13,C:7 R:5 ,B:1 C:42 R:2 
6240156549,6434,4254,21,0,7,7,19,14,C:3 ,B:3 
6250156488,6395,9200,21,0,7,7,19,14,C:6 R:2 ,C:17 R:1 B:3 
6260156229,6955,13078,21,0,7,7,20,13,C:7 R:4 B:1 ,C:35 R:2 B:1 
6270156856,5121,3496,19,0,7,7,18,14,C:3 ,B:3 
6280156453,7127,8854,19,0,7,7,17,12,C:6 R:2 ,C:17 R:1 B:3 
6290156523,7489,14986,20,0,8,8,18,11,C:7 R:4 B:1 ,C:35 R:2 B:1 
6300156784,5915,13461,18,0,8,8,15,12,C:9 ,R:8 C:2 
6310157126,5485,10885,18,0,8,8,15,12,C:5 R:2 ,C:19 R:1 B:2 
6320157333,5501,13917,19,0,8,8,17,11,C:7 R:4 B:1 ,C:37 R:2 B:1 
6330157022,5276,5409,17,0,8,8,15,12,B:1 C:4 ,B:4 C:1 
6340157242,4983,7129,18,0,8,8,16,10,C:5 R:2 ,C:19 R:1 B:2 
6350157096,3824,14011,19,0,8,8,17,10,C:8 R:4 B:1 ,C:39 R:2 B:2 
6360157416,4290,3426,17,0,8,8,16,11,B:1 C:4 ,B:4 C:1 
6370157432,4255,7277,18,0,8,8,16,11,C:5 R:2 ,C:19 R:1 B:2 
6380157209,4227,11369,19,0,8,8,17,11,R:5 C:7 B:1 ,C:48 R:2 B:1 
6390158076,5059,3143,18,0,8,8,15,12,B:1 C:2 ,B:4 C:1 
6400158096,4949,9222,18,0,8,8,16,12,C:7 R:2 ,C:19 R:1 B:2 
6410158216,5231,15472,20,0,8,8,18,11,C:11 R:5 B:1 ,C:47 R:3 B:2 
6420159003,3422,3052,19,0,8,8,18,12,B:1 C:2 R:1 ,B:2 C:9 
6430159064,5216,6343,20,0,8,8,20,12,C:7 R:2 ,B:4 C:19 R:1 
6440159249,5248,13365,21,0,8,8,21,12,C:8 R:4 B:2 ,C:40 R:2 B:2 
6450159377,6466,13676,19,0,8,8,17,13,C:9 ,R:8 C:3 B:1 
6460160079,5810,10537,20,0,8,8,19,13,C:6 R:2 ,C:19 R:1 B:3 
6470159872,5530,17024,22,0,8,8,22,12,R:6 C:10 B:1 ,C:58 R:3 B:1 
6480159932,6455,6848,20,0,8,8,18,12,B:1 C:4 ,B:4 C:1 
6490160059,6064,9271,21,0,8,8,21,12,C:6 R:2 ,C:19 R:1 B:3 
6500160252,6835,25176,23,0,8,8,24,12,C:10 R:5 B:2 ,C:50 R:3 B:1 
6510160423,6530,7838,21,0,8,8,21,13,B:1 C:4 ,B:4 C:1 
6520160399,6628,9202,22,0,8,8,23,13,C:6 R:2 ,C:19 R:1 B:3 
6530160797,6399,16804,23,0,8,8,24,13,C:7 R:5 B:1 ,C:48 R:2 B:1 
6540160734,5996,5306,21,0,8,8,22,14,B:1 C:4 ,B:4 C:1 
6550161162,6503,10277,22,0,8,8,23,13,C:6 R:2 ,C:19 R:1 B:3 
6560161259,7083,17737,23,0,8,8,24,13,C:7 R:5 B:1 ,C:47 R:2 B:1 
6570161533,5533,2015,20,0,8,8,21,14,C:2 ,B:3 
6580161597,7009,11260,21,0,8,8,22,14,C:7 R:2 ,C:19 R:1 B:3 
6590162053,7055,16591,22,0,8,8,22,13,C:8 R:4 B:1 ,C:39 R:2 B:2 
6600161501,6804,9631,19,0,8,8,20,14,C:8 ,R:8 B:1 
6610162205,6056,9603,20,0,8,8,20,14,C:6 R:2 ,C:19 R:1 B:3 
6620162153,7443,17632,21,0,8,8,21,14,C:7 R:5 ,C:47 R:2 B:1 
6630161929,6732,0,18,0,8,8,16,14,,B:4 
6640162397,6582,13418,19,0,8,8,20,14,C:10 R:2 ,C:19 R:1 B:3 
6650162376,6948,13443,20,0,8,8,21,14,C:7 R:4 ,C:38 R:2 B:1 
6660162241,7132,0,18,0,8,8,16,15,,
6670162730,6753,13878,19,0,8,8,20,15,C:10 R:2 ,B:7 C:19 R:1 
6680162526,8771,14845,20,0,8,8,21,14,C:7 R:4 ,C:38 R:2 B:1 
6690163037,7220,5684,19,0,8,8,19,15,C:3 R:1 ,C:11 R:1 
6700163748,7454,11960,20,0,8,8,21,15,C:10 R:2 ,B:7 C:19 R:1 
6710163887,7176,14190,21,0,8,8,20,15,C:7 R:4 ,C:39 R:2 B:1 
6720163738,6568,0,18,0,8,8,15,15,,
6730164134,7663,14977,19,0,8,8,20,15,C:10 R:2 ,B:7 C:19 R:1 
6740163787,7028,15231,20,0,8,8,20,15,C:7 R:4 B:1 ,C:39 R:2 B:1 
6750164363,6657,2775,18,0,8,8,13,15,C:3 ,R:8 
6760164147,7157,12844,19,0,8,8,17,15,C:9 R:2 ,B:4 C:19 R:1 
6770164517,7595,15013,20,0,8,8,17,16,C:7 R:4 B:1 ,C:39 R:2 B:1 
6780164216,7665,8318,19,0,8,8,16,14,C:4 R:1 ,C:10 R:1 B:2 
6790164323,6932,12061,19,0,8,8,19,14,C:8 R:2 ,B:5 C:19 R:1 
6800165187,6896,15061,20,0,8,8,18,15,C:7 R:4 B:1 ,C:39 R:2 B:1 
6810165226,6626,6713,20,0,8,8,19,14,C:5 R:1 ,C:10 R:1 B:2 
6820165065,6534,12714,21,0,8,8,21,14,C:8 R:2 ,B:5 C:19 R:1 
6830165157,7671,18357,22,0,8,8,22,14,C:7 R:4 B:1 ,C:39 R:2 B:1 
6840165711,6260,3111,20,0,8,8,18,13,C:2 ,B:2 
6850165420,6375,10847,21,0,8,8,20,13,C:8 R:2 ,B:5 C:19 R:1 
6860165972,6065,17738,22,0,8,8,21,14,C:7 R:5 ,C:47 R:2 B:1 
6870165866,6505,7582,21,0,8,8,22,13,C:5 R:1 ,B:2 C:10 R:1 
6880165918,6730,13729,21,0,8,8,21,12,C:8 R:2 ,B:5 C:19 R:1 
6890166737,6246,7808,21,0,8,8,20,12,C:4 R:2 ,C:19 R:1 B:1 
6900166431,6397,9294,20,0,8,8,18,13,C:6 R:2 ,C:19 R:9 B:2 
6910166400,6443,12688,20,0,8,8,20,13,C:8 R:2 ,B:5 C:19 R:1 
6920166887,6358,8710,20,0,8,8,20,13,C:4 R:2 ,C:19 R:1 B:1 
6930167547,6543,9445,19,0,8,8,19,13,C:5 R:2 ,C:20 R:1 B:2 
6940167472,7351,11451,20,0,8,8,18,11,C:8 R:2 ,B:5 C:19 R:1 
6950167511,5102,8607,20,0,8,8,18,10,C:4 R:2 ,C:17 R:1 B:1 
6960167796,5461,6283,18,0,8,8,16,10,B:1 C:3 R:2 ,C:20 R:1 B:2 
6970167979,5796,13799,18,0,8,8,16,10,C:9 R:2 B:1 ,B:4 C:20 R:1 
6980168069,5467,9049,18,0,8,8,16,10,C:4 R:2 B:1 ,C:20 R:1 B:1 
6990167820,5444,8458,18,0,8,8,15,10,B:1 C:3 R:2 ,C:20 R:1 
7000168083,5866,15347,18,0,8,8,16,10,C:9 R:2 B:1 ,B:6 C:20 R:1 
7010168784,5339,8997,18,0,8,8,16,10,C:5 R:2 ,C:19 R:1 B:2 
7020168332,4720,8043,18,0,8,8,16,11,B:1 C:3 R:2 ,C:20 R:1 
7030168917,6332,14309,19,0,8,8,16,10,C:7 R:2 B:1 ,B:5 C:18 R:1 
7040169092,5486,11301,19,0,8,8,18,10,C:6 R:2 B:1 ,C:18 R:1 B:2 
7050169069,5041,14744,20,0,8,8,18,11,B:1 C:9 R:2 ,C:21 R:9 
7060169491,6029,15116,20,0,8,8,18,11,C:11 R:2 B:1 ,B:3 C:21 R:1 
7070169714,5195,12887,20,0,8,8,18,11,C:5 R:3 ,B:2 C:28 R:1 
7080169823,6093,9274,20,0,8,8,17,11,C:4 R:2 B:1 ,C:20 R:1 B:1 
7090169840,6484,15200,20,0,8,8,17,10,C:7 R:3 B:1 ,B:4 C:29 R:1 
7100170091,5827,11364,19,0,8,8,18,10,C:5 R:3 ,B:2 C:27 R:1 
7110169730,5323,7936,19,0,8,8,17,11,C:4 R:2 ,C:19 R:1 B:1 
7120170321,5889,12874,19,0,8,8,17,11,C:7 R:2 B:1 ,B:4 C:20 R:1 
7130170475,6841,10554,19,0,8,8,19,11,C:6 R:2 ,B:3 C:19 R:1 
7140169983,5727,8251,20,0,8,8,19,12,C:4 R:2 ,C:19 R:1 B:1 
7150170654,6320,12698,20,0,8,8,20,12,C:7 R:2 B:1 ,B:4 C:20 R:1 
7160170758,5691,11713,21,0,8,8,21,12,C:6 R:2 B:1 ,B:3 C:20 R:1 
7170170672,5794,21943,20,0,8,8,19,13,C:4 R:2 ,C:19 R:1 B:1 
7180170959,6553,11270,20,0,8,8,19,13,C:7 R:2 B:1 ,B:4 C:20 R:1 
7190171070,5947,10578,19,0,8,8,19,13,C:6 R:2 B:1 ,B:3 C:20 R:1 
7200171158,6596,13088,19,0,8,8,20,13,C:8 R:2 ,C:20 R:9 
7210171171,6543,13673,19,0,8,8,19,13,C:6 R:3 ,B:3 C:28 R:1 
7220171268,6226,11006,19,0,8,8,20,13,C:5 R:2 B:1 ,B:2 C:20 R:1 
7230171465,6627,12201,20,0,8,8,19,13,C:6 R:2 B:1 ,C:18 R:1 B:3 
7240171718,7502,13251,21,0,8,8,20,13,C:8 R:3 ,B:2 C:29 R:2 
7250171674,6755,10918,21,0,8,8,19,13,C:4 R:2 B:2 ,B:2 C:21 R:1 
7260171465,7592,11515,21,0,8,8,21,13,C:8 R:2 B:1 ,C:20 R:1 B:4 
7270171342,6601,7635,21,0,8,8,20,13,C:5 R:2 ,B:2 C:19 R:1 
7280171947,6414,10481,21,0,8,8,19,13,R:3 C:4 B:1 ,C:29 B:1 R:1 
7290171520,6139,15275,21,0,8,8,20,14,C:8 B:2 R:2 ,B:5 C:21 R:1 
7300172231,7525,8879,21,0,8,8,19,14,C:5 R:2 ,B:2 C:17 R:1 
7310171826,6815,8802,19,0,8,8,18,14,C:4 R:2 B:1 ,B:1 C:20 R:1 
7320172518,6036,13516,20,0,8,8,20,13,C:7 B:2 R:2 ,B:4 C:21 R:1 
7330172396,6237,11614,21,0,8,8,20,13,R:3 C:6 ,C:27 B:3 R:1 
7340172171,6549,7799,20,0,8,8,16,13,C:4 R:2 B:1 ,B:1 C:20 R:1 
7350172745,5892,19360,20,0,8,8,20,14,C:12 B:1 R:2 ,B:2 C:21 R:9 
7360172979,6385,9070,20,0,8,8,19,14,C:5 R:2 ,B:2 C:19 R:1 
7370172951,6840,10206,20,0,8,8,19,14,R:3 C:4 ,C:28 R:1 B:1 
7380172651,6687,16050,19,0,8,8,18,15,C:7 R:3 ,B:4 C:27 R:1 
7390173248,6526,10073,19,0,8,8,17,15,C:5 R:2 ,B:2 C:19 R:1 
7400173351,7491,7231,20,0,8,8,17,15,C:4 R:2 ,C:19 R:1 B:1 
7410173209,6259,12598,20,0,8,8,20,16,C:8 B:1 R:2 ,B:5 C:20 R:1 
7420173516,7026,9277,20,0,8,8,19,16,C:5 R:2 ,B:2 C:19 R:1 
7430173313,8344,9691,20,0,8,8,18,16,C:4 R:2 ,C:19 R:1 B:1 
7440173357,6890,14108,20,0,8,8,19,16,C:8 B:2 R:2 ,B:5 C:21 R:1 
7450173980,5256,6088,20,0,8,8,18,16,C:5 R:3 ,B:2 C:28 R:1 
7460174393,9415,7380,20,0,8,8,16,16,C:4 R:2 ,C:19 R:1 B:1 
7470173905,7075,16471,20,0,8,8,19,17,C:9 R:3 B:1 ,C:30 R:2 B:5 
7480174556,7723,10414,20,0,8,8,19,17,C:6 R:2 ,B:2 C:19 R:1 
7490175115,8045,14567,21,0,8,8,21,15,C:7 R:3 ,C:29 R:2 B:1 
7500175156,7289,24052,21,0,8,8,21,16,C:9 B:1 R:2 ,B:3 C:20 R:9 
7510174887,7818,8818,21,0,8,8,20,16,C:5 R:2 ,B:2 C:19 R:1 
7520175690,7092,9519,21,0,8,8,19,15,C:4 R:2 ,C:19 R:1 B:1 
7530175212,7773,11303,21,0,8,8,18,16,C:6 R:3 ,B:4 C:27 R:1 
7540175728,6752,9226,21,0,8,8,19,15,C:6 R:2 ,B:2 C:19 R:1 
7550175352,7558,8160,20,0,8,8,18,15,C:4 R:2 ,C:19 R:1 B:1 
7560175851,6387,12260,20,0,8,8,18,16,C:7 R:2 ,B:4 C:19 R:1 
7570176042,7218,24301,19,0,8,8,19,16,C:6 R:2 ,B:3 C:19 R:1 
7580176158,6762,8787,19,0,8,8,19,16,C:4 R:2 ,C:19 R:1 B:1 
7590176136,7594,11056,18,0,8,8,17,16,C:7 R:2 ,B:4 C:19 R:1 
7600176376,7279,8852,18,0,8,8,18,16,C:6 R:2 ,B:3 C:19 R:1 
7610175966,7126,8091,18,0,8,8,18,16,C:4 R:2 ,C:19 R:1 B:1 
7620176672,6845,11020,18,0,8,8,17,17,C:7 R:2 ,B:4 C:19 R:1 
7630176685,7841,10897,18,0,8,8,18,16,C:6 R:2 ,B:3 C:19 R:1 
7640176839,8295,6687,18,0,8,8,18,16,C:4 R:2 ,C:19 R:1 B:1 
7650176896,8591,10377,18,0,8,8,14,16,C:6 R:2 ,B:3 C:19 R:9 
7660177058,14324,70891,18,0,8,8,17,15,C:9 R:2 ,L:8 B:3 C:19 R:1 
7670177307,5687,4751,18,0,8,8,18,15,C:4 R:2 ,C:19 R:1 B:1 
7680177054,6782,10675,18,0,8,8,16,16,C:5 R:2 ,B:2 C:19 R:1 
7690177691,8315,13412,18,0,8,8,17,15,C:8 R:2 ,B:5 C:19 R:1 
7700177667,7580,9529,18,0,8,8,17,15,C:4 R:2 ,C:19 R:1 B:1 
7710177296,6954,10367,18,0,8,8,15,16,C:5 R:2 ,B:2 C:19 R:1 
7720177884,7893,13105,18,0,8,8,18,16,C:8 R:2 ,B:5 C:19 R:1 
7730177996,7759,6599,18,0,8,8,17,16,C:3 R:2 ,C:19 R:1 B:1 
7740177785,7148,12219,18,0,8,8,15,17,C:6 R:2 ,B:2 C:19 R:1 
7750178254,8949,15149,18,0,8,8,18,17,C:8 B:1 R:2 ,B:5 C:20 R:1 
7760178758,8448,6344,18,0,8,8,17,17,C:3 R:2 ,C:19 R:1 
7770178722,8833,10556,18,0,8,8,16,17,C:6 R:2 ,B:3 C:19 R:1 
7780178440,6845,9980,18,0,8,8,18,17,C:8 B:1 R:2 ,B:5 C:20 R:1 
7790179302,7423,6365,18,0,8,8,17,15,C:3 R:2 ,C:19 R:1 
7800178940,7510,10765,18,0,8,8,16,16,C:8 R:2 ,B:3 C:19 R:9 
7810179231,9186,12742,18,0,8,8,17,16,C:7 R:2 ,B:4 C:19 R:1 
7820179973,8064,6461,18,0,8,8,17,16,C:3 R:2 ,C:19 R:1 
7830179935,8924,13809,18,0,8,8,18,16,C:6 R:3 ,B:3 C:27 R:1 
7840179672,8140,10913,18,0,8,8,18,15,C:7 R:2 ,B:4 C:19 R:1 
7850180461,7248,6249,18,0,8,8,17,15,C:3 R:2 ,C:19 R:1 
7860180154,7544,10838,18,0,8,8,17,16,C:6 R:2 ,B:4 C:17 R:1 
7870180107,6876,14672,18,0,8,8,18,16,C:7 R:2 ,B:3 C:19 R:1 
7880180445,7676,7305,18,0,8,8,17,16,C:3 R:2 ,C:19 R:1 
7890180981,7683,10922,18,0,8,8,16,17,C:7 R:2 ,B:4 C:19 R:1 
7900180574,7683,10273,18,0,8,8,18,16,C:7 R:2 ,B:4 C:19 R:1 
7910181183,4308,4394,18,0,8,8,18,14,C:3 R:2 ,C:19 R:1 
7920180733,4870,13548,18,0,8,8,17,14,C:7 R:2 ,B:4 C:19 R:1 
7930181129,4562,8829,18,0,8,8,18,14,C:7 R:2 ,B:4 C:19 R:1 
