Total time,Physics time,Receive time,Total connections,Connections outside ROI,Number of closest clients,Total entities,Received messages,Sent messages
100330218,148083,280996,20,6,7,6,C:78 R:40 L:2 B:4 ,C:180 R:21 Q:2 L:79 B:18 
200317270,54469,317328,20,3,6,15,L:212 C:81 B:45 Q:4 D:7 R:9 ,L:50 Q:9 B:35 C:114 R:8 H:2 
